Unnamed: 0,Stream start time,Stream URL,Stream length,Avg viewers,Peak viewers,Followers gained,Followers per hour,Views,Views per hour,Games
1,Saturday 27th February 2021 00:51,https://sullygnome.com/channel/karljacobs/stream/41234121596,98,147974,165393,9921,5669,193195,85390,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
2,Saturday 20th February 2021 01:03,https://sullygnome.com/channel/karljacobs/stream/41163811756,116,163864,175225,12290,6145,273260,117392,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
3,Wednesday 17th February 2021 03:39,https://sullygnome.com/channel/karljacobs/stream/41133327884,95,128888,146150,9946,5683,244766,120486,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
4,Monday 15th February 2021 00:26,https://sullygnome.com/channel/karljacobs/stream/41111129132,108,190412,217573,12994,6497,308385,130194,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
5,Wednesday 10th February 2021 02:44,https://sullygnome.com/channel/karljacobs/stream/41058205004,135,138224,166767,10055,4468,255829,113701,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
6,Wednesday 3rd February 2021 23:07,https://sullygnome.com/channel/karljacobs/stream/40439284285,83,222833,242608,11969,7979,203216,135477,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
7,Monday 1st February 2021 04:22,https://sullygnome.com/channel/karljacobs/stream/40401871853,113,132810,148808,11180,5590,191561,81280,Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
1,Saturday 30th January 2021 02:09,https://sullygnome.com/channel/karljacobs/stream/40921400444,125,100954,119419,12919,5741,174994,77775,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
2,Monday 25th January 2021 01:56,https://sullygnome.com/channel/karljacobs/stream/40863405516,93,154402,173789,11565,6608,244175,112560,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
3,Thursday 21st January 2021 03:14,https://sullygnome.com/channel/karljacobs/stream/40813975084,165,145113,160297,14233,5175,254786,77916,Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
4,Monday 18th January 2021 02:55,https://sullygnome.com/channel/karljacobs/stream/40781935036,154,117898,165889,22520,8189,386458,140530,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
5,Sunday 17th January 2021 04:21,https://sullygnome.com/channel/karljacobs/stream/40212207549,128,116553,125338,10285,4571,146626,65167,Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
6,Friday 15th January 2021 03:26,https://sullygnome.com/channel/karljacobs/stream/40185770445,108,73341,88634,8596,4298,113820,47226,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
7,Tuesday 12th January 2021 03:42,https://sullygnome.com/channel/karljacobs/stream/40150328781,92,81871,104552,9191,5252,127736,72992,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
8,Sunday 10th January 2021 01:21,https://sullygnome.com/channel/karljacobs/stream/40124801869,203,117623,131249,18870,5391,273878,78250,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
9,Saturday 9th January 2021 04:54,https://sullygnome.com/channel/karljacobs/stream/40114080237,125,78304,91587,10993,4885,109497,40855,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
10,Sunday 3rd January 2021 01:08,https://sullygnome.com/channel/karljacobs/stream/40053110941,96,112184,124830,11263,6436,137995,78854,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
11,Friday 1st January 2021 01:32,https://sullygnome.com/channel/karljacobs/stream/40034931821,57,28464,31152,3150,3150,40628,23609,Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
1,Wednesday 30th December 2020 04:29,https://sullygnome.com/channel/karljacobs/stream/40017004269,75,84439,96695,5876,4700,150273,81172,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
2,Monday 28th December 2020 06:28,https://sullygnome.com/channel/karljacobs/stream/39997484669,46,55855,62724,2482,3309,52535,53566,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
3,Sunday 27th December 2020 04:15,https://sullygnome.com/channel/karljacobs/stream/39986739389,104,74382,76253,7112,4064,99539,47393,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
4,Friday 25th December 2020 00:02,https://sullygnome.com/channel/karljacobs/stream/39967275197,237,47604,69686,19784,4946,187064,43418,Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
5,Monday 21st December 2020 01:59,https://sullygnome.com/channel/karljacobs/stream/39931862877,180,46155,67821,15280,5093,145701,39480,Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
