"","Stream start time","Stream URL","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"101","Thursday 3rd September 2020 17:24","https://sullygnome.com/channel/tubbo/stream/515815010","125","9424","17464","4070","1808","42039","15387","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"102","Wednesday 2nd September 2020 17:42","https://sullygnome.com/channel/tubbo/stream/507454946","137","11714","16109","3316","1326","29753","10967","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"103","Tuesday 1st September 2020 16:41","https://sullygnome.com/channel/tubbo/stream/497743122","153","13901","15822","4665","1696","39165","13318","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"104","Monday 31st August 2020 16:39","https://sullygnome.com/channel/tubbo/stream/488536802","320","5714","11744","6200","1127","39414","6745","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"105","Sunday 30th August 2020 16:07","https://sullygnome.com/channel/tubbo/stream/478969666","307","12402","27791","13018","2479","71919","12551","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"106","Saturday 29th August 2020 17:01","https://sullygnome.com/channel/tubbo/stream/469814834","133","11088","17238","3985","1771","24285","10793","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"107","Friday 28th August 2020 12:43","https://sullygnome.com/channel/tubbo/stream/457482354","226","9883","13612","5759","1439","38460","8495","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"108","Saturday 22nd August 2020 15:43","https://sullygnome.com/channel/tubbo/stream/402506290","31","6028","8823","465","620","8594","6294","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"109","Friday 21st August 2020 16:49","https://sullygnome.com/channel/tubbo/stream/393626146","130","8954","10345","2736","1216","20414","6397","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"110","Tuesday 18th August 2020 15:32","https://sullygnome.com/channel/tubbo/stream/365039186","162","6260","7640","1572","571","27117","8985","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fall Guys: Ultimate Knockout|Fall_Guys|https://static-cdn.jtvnw.net/ttv-boxart/./Fall%20Guys:%20Ultimate%20Knockout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
