"","Game","Stream time","Total watch time","Average viewers","Peak viewers","Followers","Followers per hour","Views","Views per hour"
"1","Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","51495","1174630815","28580","286017","1244915","1450.527235","21501750","25053.014855"
"2","Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","3570","104287635","27290","110394","120214","2020.403361","2086216","35062.453781"
"3","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","2325","70708650","31926","215651","48849","1260.619354","1343349","34667.070967"
"4","Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1800","93405900","51960","148018","54010","1800.333333","2073933","69131.1"
"5","Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","1200","47493345","41223","91699","38600","1930","1522831","76141.55"
"6","The Legend of Zelda: Breath of the Wild|The_Legend_of_Zelda_Breath_Of_The_Wild|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","465","197055","765","3715","298","38.451612","4126","532.387096"
"7","VALORANT|Valorant|https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","420","44295","102","139","128","18.285714","1735","247.857142"
"8","Monopoly Plus|Monopoly_Plus|https://static-cdn.jtvnw.net/ttv-boxart/Monopoly%20Plus-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","390","11319480","37670","78602","6645","1022.307692","116493","17922"
"9","Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","330","15086115","46249","84762","16239","2952.545454","307558","55919.636363"
"10","Jackbox Party Packs|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/Jackbox%20Party%20Packs-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","285","12230985","38840","142819","5074","1068.210526","162949","34305.052631"
"11","Five Nights at Freddy's|Five_Nights_at_Freddys|https://static-cdn.jtvnw.net/ttv-boxart/Five%20Nights%20at%20Freddy%27s-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","270","13051920","43545","121604","8228","1828.444444","212223","47160.666666"
"12","Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","135","6091455","45121","66609","6164","2739.555555","127501","56667.111111"
"13","Kerbal Space Program|Kerbal_Space_Program|https://static-cdn.jtvnw.net/ttv-boxart/Kerbal%20Space%20Program-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","135","471675","14586","28848","103","45.777777","1840","817.777777"
"14","Gartic Phone|Gartic_Phone|https://static-cdn.jtvnw.net/ttv-boxart/Gartic%20Phone-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","120","9940995","68356","93269","4684","2342","139185","69592.5"
"15","Keep Talking and Nobody Explodes|Keep_Talking_and_Nobody_Explodes|https://static-cdn.jtvnw.net/ttv-boxart/Keep%20Talking%20and%20Nobody%20Explodes-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","120","8697150","72476","85428","5402","2701","136732","68366"
